id,position,label,description,start_date,term,constituency,end_date,replaces,replaced_by,election,of,party
Q5219888,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q5219888,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-116 (Narowal-II),,,,,,
Q5436154,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-249 (Karachi-XI),,,,,,
Q5436154,Q6627562,Mayor of Karachi,Wikimedia list article,1988-01-09,,,1992-07-27,Abdul Sattar Afghani,Naimatullah Khan,,,
Q5557557,Q20760546,Member of the National Assembly of Pakistan,"","",15th National Assembly,NA-115 Jhang-II,,,,,,
Q5557557,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-88 (Jhang-cum-Chiniot),,,,,,
Q5557676,Q20760546,Member of the National Assembly of Pakistan,"","",15th National Assembly,NA-59 Rawalpindi-III,,,,,,
Q5557676,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-53 (Rawalpindi-IV),,,,,,
Q5646510,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q5646510,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,,NA-119 (Lahore-II),2018-05-31,,,,,
Q6148195,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-03,14th National Assembly,Constituency NA-178,,,,,,
Q6176457,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q6176457,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2016-01-01,14th National Assembly,NA-154 (Lodhran-I),2017-12-15,,,,,
Q6401038,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-110 (Sialkot-I),,,,,,
Q6932359,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q6932359,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-85 (Faisalabad-XI),,,,,,
Q6958182,Q20760546,Member of the National Assembly of Pakistan,"","",15th National Assembly,NA-208 Khairpur-I,,,,,,
Q6958182,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,2018-05-31,,,,,
Q7089644,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2014-01,14th National Assembly,NA-19 (Haripur),2015-06,,,,,
Q7265869,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-86 (Chiniot-I),,,,,,
Q7283666,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-162 (Sahiwal-III),2015,,,,,
Q7289417,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seats for minorities,,,,,,
Q7290664,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q7290664,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,Constituency NA-132,,,,,,
Q7423711,Q20760546,Member of the National Assembly of Pakistan,"","",,,,,,,,
Q7423711,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-20 (Mansehra-I),,,,,,
Q7461074,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-126 (Lahore-IX),,,,,,
Q7461670,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-09-16,14th National Assembly,NA-103 (Hafizabad-II),,,,,,
Q7461686,Q23766516,Minister of Petroleum and Natural Resources,Cabinet position in Pakistan,2013-06-07,,,2017-07-28,Asim Hussain,,,,
Q7461686,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-50 (Rawalpindi-I),,,,,,
Q7461686,Q735575,Prime Minister of Pakistan,position,2017-08-01,,,2018-05-31,Nawaz Sharif,Nasir-ul-Mulk,,,
Q7462429,Q20760546,Member of the National Assembly of Pakistan,"","",15th National Assembly,NA-62 Rawalpindi-VI,,,,,,
Q7462429,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,NA-55 (Rawalpindi-VI),,,,,,
Q7462429,Q57650391,Federal Minister for Railways,cabinet position in Pakistan,2006-04-25,,,2007-11-15,,,,,
Q7462429,Q57650391,Federal Minister for Railways,cabinet position in Pakistan,2018-08-20,,,,,,,,
Q7462429,Q6866210,Minister of Information and Broadcasting,in Pakistan,2002-11-21,,,2006-05-20,,,,,
Q7491742,Q20760546,Member of the National Assembly of Pakistan,"","",15th National Assembly,NA-216 Sangarh-II,,,,,,
Q7491742,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-08-30,14th National Assembly,NA-235 (Sanghar-cum-Mirpurkhas-cum-Umerkot),,,,,,
Q7491742,Q42020037,Member of the 13th National Assembly of Pakistan,member of the Pakistani National Assembly 2008–2013,2012-07-06,13th National Assembly,reserved seat for Women,2013-08-30,,,,,
Q7498535,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-01,14th National Assembly,reserved seat for Women,,,,,,
Q7694860,Q33512801,Member of the 14th National Assembly of Pakistan,member of the Pakistani National Assembly 2013–,2013-06-03,14th National Assembly,reserved seat for Women,,,,,,
