statement,id,name,start_date,end_date,constituency,constituency_id,party,party_id,term
Q6795248-1c88966f-4d10-3114-5edb-bbaa5bdc06af,Q6795248,Max Vuyisile Sisulu,2014-05-21,2014-05-29,,,African National Congress,Q83162,26
Q6849224-27AB1278-73D8-48A9-BAFD-BB795EE67EBE,Q6849224,Michael Waters,2014-05-21,2019-05-07,Gauteng,Q133083,Democratic Alliance,Q761877,26
Q6885827-8FC9BEF8-B1E0-469E-8476-D571C3BE7C64,Q6885827,Mmusi Aloysias Maimane,2014-05-21,2019-05-07,Gauteng,Q133083,Democratic Alliance,Q761877,26
Q6891175-6af16132-4cfc-e8fc-6569-ccbfa9a5439b,Q6891175,Enver Surty,2014-05-21,2019-05-07,,,African National Congress,Q83162,26
Q6968477-F1EDBB89-FE9B-4090-8A6C-FE41D23B1D9E,Q6968477,Natasha Wendy Anita Mazzone,2014-05-21,2019-05-07,,,Democratic Alliance,Q761877,26
Q7023365-99eb54c4-4492-a498-a30c-74b1c78b6395,Q7023365,Nhlanhla Nene,2018-02-27,2018-10-09,,,African National Congress,Q83162,26
Q7023365-C9425DB3-6DF0-4CEA-97C0-2639A54B05FE,Q7023365,Nhlanhla Nene,2014-05-21,2015-12-15,KwaZulu-Natal,Q81725,African National Congress,Q83162,26
Q7048706-51314cb1-497a-2d07-43ff-e34cee18ffc2,Q7048706,Nomvula Paula Mokonyane,2014-05-25,2019-05-07,,,African National Congress,Q83162,26
Q7061817-3e871b1e-443e-e560-9554-464e2aa877f1,Q7061817,Zisiwe Beauty Nosimo Balindlela,2014-05-21,2016-11-14,,,Democratic Alliance,Q761877,26
Q7145677-FD4F10EE-8267-4C5F-A25C-7C86F7338139,Q7145677,Semakaleng Patricia Kopane,2014-05-21,2019-05-07,,,Democratic Alliance,Q761877,26
Q7152252-D8860D32-C85E-4D8E-AB3B-B821CA6DF2FA,Q7152252,Shipokosa Paulus Mashatile,2014-05-21,2016-02-02,Gauteng,Q133083,African National Congress,Q83162,26
Q7192856-6414D3C4-0218-471C-9669-4DE9953A5F9D,Q7192856,Pieter Van Dalen,2015-03-01,2019-05-07,,,Democratic Alliance,Q761877,26
Q730472-4CFF9BB6-9739-4FFD-BF87-71ADD20DE5D7,Q730472,Bantu Holomisa,2014-05-21,2019-05-07,,,United Democratic Movement,Q1788070,26
Q7417329-019AA2BE-C323-446A-A462-8B928A806FDB,Q7417329,Santosh Vinita Kalyan,2014-05-21,2019-05-07,KwaZulu-Natal,Q81725,Democratic Alliance,Q761877,26
Q7447062-45CEFF79-7701-4206-B098-F656A3FC4F00,Q7447062,Sejamotopo Charles Motau,2014-05-21,2019-05-07,Gauteng,Q133083,Democratic Alliance,Q761877,26
Q7461662-BA5197D9-6FAC-48C7-98C0-9D9910D20FDD,Q7461662,Shahid Esau,2014-05-21,2019-05-07,Western Cape,Q127167,Democratic Alliance,Q761877,26
Q7615479-9914BEAD-561B-4ED1-8848-F16D267818D8,Q7615479,Stevens Mokgalapa,2014-05-21,2019-02-11,,,Democratic Alliance,Q761877,26
Q7635249-6a922087-4e1d-302f-89c9-0198e9031f94,Q7635249,Suhla James Masango,2014-05-21,2015-08-26,,,Democratic Alliance,Q761877,26
Q7648369-3a6eb3d8-41d2-aa07-65c6-a96ed10e478b,Q7648369,Susan Shabangu,2014-05-21,2019-05-07,,,African National Congress,Q83162,26
Q7708835-0BB32B19-6A13-425D-9C5C-B3072D83D1AE,Q7708835,Thabang Makwetla,2014-05-21,2019-05-07,,,African National Congress,Q83162,26
Q770995-F448BD69-EFAD-43B8-94FD-391C0689C26D,Q770995,Pieter Willem Adriaan Mulder,2014-05-21,2017-12-01,,,Freedom Front Plus,Q510163,26
Q7781196-1E6152F6-EFCE-4EAD-A6CF-D27B1BA091EE,Q7781196,Nelson Themba Godi,2014-05-21,2019-05-07,,,African People's Convention,Q384266,26
Q7786663-7D6C8EC8-D27C-425A-9AA3-FF7060FAEDC9,Q7786663,Thoko Didiza,2014-05-21,2019-05-07,,,African National Congress,Q83162,26
Q7810182-51cf33bd-48e8-4ecc-4dc9-bf90f1844306,Q7810182,Tito Titus Mboweni,2018-10-09,2019-05-07,,,,,26
Q8015883-20D09767-F75A-4292-BF1F-2665F1191EDB,Q8015883,William Mothipa Madisha,2014-05-21,2019-05-07,,,Congress of the People,Q1125988,26
Q8022831-7A2A77FF-4620-461A-A58C-211C941AE954,Q8022831,Wilmot Godfrey James,2014-05-21,2017-06-12,Western Cape,Q127167,Democratic Alliance,Q761877,26
Q804894-154D1FCC-3B9D-45C4-BADC-BEA9B801EE0C,Q804894,Baleka Mbete,2014-05-21,2019-05-07,,,African National Congress,Q83162,26
Q8066134-0F5821B0-3FFB-4288-BE60-6319B829CD28,Q8066134,Veronica Zanele Msibi,2014-05-21,2019-05-07,,,National Freedom Party,Q6972795,26
Q975366-7dcefe95-44ae-db68-700c-3e2c16048c60,Q975366,Gwede Mantashe,2018-03-27,2019-05-07,,,African National Congress,Q83162,26
Q982259-F3D960CB-9392-4614-9BB9-E6D0F7DBD10A,Q982259,Mosiuoa Lekota,2014-05-21,2019-05-07,,,Congress of the People,Q1125988,26
Q983163-C7413F89-0422-4824-BC2D-57EA935CDF07,Q983163,Julius Sello Malema,2014-05-21,2019-05-07,,,Economic Freedom Fighters,Q15613585,26
