id,type,name__en,name__mr,name__hi,name__or,name__ar,name__pa,name__ta,name__as,name__bn,name__nl,identifier__quora,name__mai,name__zh_hant,name__zh_cn,name__it,name__fr,name__zh,start_date,name__te,name__ur,end_date,name__zh_hans,name__pt,name__es,name__de,name__ru,name__ko,name__ja,name__gu,name__kn,replaces,name__sa,identifier__lcauth,name__fa,name__ml,identifier__viaf,name__ne,name__ms,name__en_ca,name__en_gb,name__ca,identifier__britannica,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__cs,name__cy,name__da,name__de_at,name__de_ch,name__eo,name__et,name__eu,name__fi,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__ia,name__id,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__nap,name__nb,name__nds,name__nds_nl,name__nn,name__nrm,name__oc,name__pap,name__pcd,name__pl,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sr_el,name__sv,name__sw,name__tr,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,replaced_by,name__bho,identifier__geonames,identifier__bnf,identifier__gnd
Q6748042,Lok Sabha constituency,Mandi Lok Sabha constituency,मंडी (लोकसभा मतदारसंघ),मंडी लोक सभा निर्वाचन क्षेत्र,ମାଣ୍ଡୀ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,மாண்டி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6748216,Lok Sabha constituency,Mandsaur Lok Sabha constituency,मंदसौर (लोकसभा मतदारसंघ),मंदसौर लोक सभा निर्वाचन क्षेत्र,ମନ୍ଦସୌର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6748263,Lok Sabha constituency,Mandvi Lok Sabha constituency,मांडवी (लोकसभा मतदारसंघ),मांडवी लोकसभा क्षेत्र,,,,,,,,,,,,,,,,,,,,,,,,,,માંડવી,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6748709,Lok Sabha constituency,Mangalore Lok Sabha constituency,,,,,,மங்களூர்,,,Mangalore,,,,,,,,,మంగుళూరు,,2008,,,,Lok-Sabha-Wahlkreis Mangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6750376,human settlement,Manjeri Lok Sabha constituency,मंजेरी (लोकसभा मतदारसंघ),,,,,மஞ்சேரி,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,മഞ്ചേരി ലോകസഭാമണ്ഡലം,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6787367,Lok Sabha constituency,Mathurapur Lok Sabha constituency,मथुरापूर (लोकसभा मतदारसंघ),मथुरापुर लोक सभा निर्वाचन क्षेत्र,ମଥୁରାପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,মথুরাপুর,Mathurapur,,,,,,,,,,,,,,,,,,マトラプル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6794117,Lok Sabha constituency,Maval Lok Sabha constituency,मावळ (लोकसभा मतदारसंघ),मावल लोक सभा निर्वाचन क्षेत्र,ମାବଲ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,மாவள் மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6798125,Lok Sabha constituency,Mayurbhanj Lok Sabha constituency,मयूरभंज,मयूरभंज लोक सभा निर्वाचन क्षेत्र,ମୟୂରଭଞ୍ଜ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6806969,Lok Sabha constituency,Medinipur Lok Sabha constituency,मिदनापोर (लोकसभा मतदारसंघ),मेदिनीपुर लोक सभा निर्वाचन क्षेत्र,ମେଦିନୀପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,মেদিনীপুর,,,,,,,,,1957,,,,,,,,,,,,,Midnapore-Jhargram Lok Sabha constituency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6874958,Lok Sabha constituency,Mirzapur Lok Sabha constituency,मिर्झापूर (लोकसभा मतदारसंघ),मिर्जापुर लोक सभा निर्वाचन क्षेत्र,ମିର୍ଜାପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਮਿਰਜ਼ਾਪੁਰ ਲੋਕ ਸਭਾ ਹਲਕਾ,மிர்சாபூர் மக்களவைத் தொகுதி,,,,,,,,,Mirzapur,,,,مرزا پور,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6875956,Lok Sabha constituency,Misrikh Lok Sabha constituency,मिसरीख (लोकसभा मतदारसंघ),मिसरिख लोक सभा निर्वाचन क्षेत्र,ମିସରିଖ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਮਿਸਰਿਖ ਲੋਕ ਸਭਾ ਹਲਕਾ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6917690,Lok Sabha constituency,Motihari Lok Sabha constituency,मोतीहारी (लोकसभा मतदारसंघ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6935304,Lok Sabha constituency,Mumbai North Lok Sabha constituency,उत्तर मुंबई (लोकसभा मतदारसंघ),मुम्बई-उत्तर लोक सभा निर्वाचन क्षेत्र,ମୁମ୍ବାଇ ଉତ୍ତର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,வடக்கு மும்பை,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6935308,Lok Sabha constituency,Mumbai North Central Lok Sabha constituency,उत्तर मध्य मुंबई (लोकसभा मतदारसंघ),मुम्बई उत्तर-मध्य लोक सभा निर्वाचन क्षेत्र,ମୁମ୍ବାଇ ଉତ୍ତର-ମଧ୍ୟ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,வடமத்திய மும்பை மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6935309,Lok Sabha constituency,Mumbai North East Lok Sabha constituency,उत्तर पूर्व मुंबई (लोकसभा मतदारसंघ),मुम्बई उत्तर-पूर्व लोक सभा निर्वाचन क्षेत्र,ମୁମ୍ବାଇ ଉତ୍ତର-ପୂର୍ବ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,வடகிழக்கு மும்பை மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6935311,Lok Sabha constituency,Mumbai North West Lok Sabha constituency,उत्तर पश्चिम मुंबई (लोकसभा मतदारसंघ),मुंबई उत्तर-पश्चिम लोक सभा निर्वाचन क्षेत्र,ମୁମ୍ବାଇ ଉତ୍ତର-ପଶ୍ଚିମ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,வடமேற்கு மும்பை மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6935325,Lok Sabha constituency,Mumbai South Central Lok Sabha constituency,दक्षिण मध्य मुंबई (लोकसभा मतदारसंघ),मुम्बई दक्षिण-मध्य लोक सभा निर्वाचन क्षेत्र,ମୁମ୍ବାଇ ଦକ୍ଷିଣ-ମଧ୍ୟ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,தென்மத்திய மும்பை மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6939683,Lok Sabha constituency,Murshidabad Lok Sabha constituency,मुर्शिदाबाद (लोकसभा मतदारसंघ),मुर्शिदाबाद लोक सभा निर्वाचन क्षेत्र,ମୁର୍ଶିଦାବାଦ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,মুর্শিদাবাদ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6944278,Lok Sabha constituency,Muvattupuzha Lok Sabha constituency,मुवट्टुपुळा (लोकसभा मतदारसंघ),,,,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6956710,Lok Sabha constituency,Nabadwip Lok Sabha constituency,नबाद्वीप (लोकसभा मतदारसंघ),,,,,,,নবদ্বীপ,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6956755,Lok Sabha constituency,Nabarangpur Lok Sabha constituency,नौरंगपूर,नबरंगपुर लोक सभा निर्वाचन क्षेत्र,ନବରଙ୍ଗପୁର,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6958697,Lok Sabha constituency,Nagaur Lok Sabha constituency,नागौर (लोकसभा मतदारसंघ),नागौर लोक सभा निर्वाचन क्षेत्र,ନାଗୌର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6958833,Lok Sabha constituency,Nagina Lok Sabha constituency,,नगीना लोक सभा निर्वाचन क्षेत्र,ନାଗୀନା ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਨਗੀਨਾ ਲੋਕ ਸਭਾ ਹਲਕਾ,நகினா மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6959714,Lok Sabha constituency,Nainital-Udhamsingh Nagar Lok Sabha constituency,,नैनीताल-ऊधमसिंह नगर लोक सभा निर्वाचन क्षेत्र,ନୈନୀତାଲ-ଉଧମସିଂହ ନଗର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6959716,Lok Sabha constituency,Nainital Lok Sabha constituency,नैनिताल (लोकसभा मतदारसंघ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6960794,Lok Sabha constituency,Nalanda Lok Sabha constituency,नालंदा (लोकसभा मतदारसंघ),नालन्दा लोक सभा निर्वाचन क्षेत्र,ନାଳନ୍ଦା ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,نالندة لوك سابها,,நாலந்தா மக்களவைத் தொகுதி,,নালন্দা,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6961238,Lok Sabha constituency,Namakkal Lok Sabha constituency,,नामाक्कल लोक सभा निर्वाचन क्षेत्र,ନାମାକ୍କଲ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,நாமக்கல்,,,Namakkal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6963393,Lok Sabha constituency,Nandurbar Lok Sabha constituency,नंदुरबार (लोकसभा मतदारसंघ),नन्दुरबार लोक सभा निर्वाचन क्षेत्र,ନନ୍ଦୁରବାର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,நந்துர்பார் மக்களவைத் தொகுதி,,,Nandurbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6966848,Lok Sabha constituency,Nashik Lok Sabha constituency,नाशिक (लोकसभा मतदारसंघ),नासिक लोक सभा निर्वाचन क्षेत्र,ନାସିକ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,நாசிக்,,নাশিক,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6982569,Lok Sabha constituency,Navsari Lok Sabha constituency,नवसारी (लोकसभा मतदारसंघ),नवसारी लोक सभा निर्वाचन क्षेत्र,ନବସାରୀ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,Navsari,,,,,,,,,నవసారి లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,Navsari Lok Sabha constituency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7055185,Lok Sabha constituency,North East Delhi Lok Sabha constituency,,उत्तर पूर्वी दिल्ली लोकसभा निर्वाचन क्षेत्र,ଉତ୍ତର ପୂର୍ବ ଦିଲ୍ଲୀ ଲୋକସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,வடகிழக்கு தில்லி மக்களவைத் தொகுதி,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7057245,Lok Sabha constituency,North West Delhi Lok Sabha constituency,उत्तर पश्चिम दिल्ली (लोकसभा मतदारसंघ),उत्तर पश्चिम दिल्ली लोकसभा निर्वाचन क्षेत्र,ଉତ୍ତର ପଶ୍ଚିମ ଦିଲ୍ଲୀ ଲୋକସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,வடமேற்கு தில்லி மக்களவைத் தொகுதி,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7109101,Lok Sabha constituency,Ottapalam Lok Sabha constituency,ओट्टापलम (लोकसभा मतदारसंघ),,,,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7111971,Lok Sabha constituency,Outer Delhi Lok Sabha constituency,बाह्य दिल्ली (लोकसभा मतदारसंघ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7111989,Lok Sabha constituency,Outer Manipur Lok Sabha constituency,बाह्य मणिपूर (लोकसभा मतदारसंघ),बाहरी मणिपुर लोक सभा निर्वाचन क्षेत्र,ବାହର ମଣିପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,வெளி மணிப்பூர் மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7123926,Lok Sabha constituency,Padrauna Lok Sabha constituency,पद्रौना (लोकसभा मतदारसंघ),,,,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7126703,Lok Sabha constituency,Palani Lok Sabha constituency,पलानी (लोकसभा मतदारसंघ),,,,,பழனி மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7127479,Lok Sabha constituency,Palghar Lok Sabha constituency,पालघर (लोकसभा मतदारसंघ),पालघर लोक सभा निर्वाचन क्षेत्र,ପାଲଘର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,பால்கர் மக்களவைத் தொகுதி,,,Palghar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7127504,Lok Sabha constituency,Pali Lok Sabha constituency,पाली (लोकसभा मतदारसंघ),पाली लोक सभा निर्वाचन क्षेत्र,ପାଲି ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,Pali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7130343,Lok Sabha constituency,Panchmahal Lok Sabha constituency,पंचमहाल (लोकसभा मतदारसंघ),पंचमहल लोक सभा निर्वाचन क्षेत्र,ପଞ୍ଚମହଲ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,పంచ్‌మహల్ లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7130615,Lok Sabha constituency,Pandharpur Lok Sabha constituency,पंढरपूर (लोकसभा मतदारसंघ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7131596,Lok Sabha constituency,Panskura Lok Sabha constituency,पंस्कुरा (लोकसभा मतदारसंघ),,,,,,,পাঁশকুড়া,Panskura,,,,,,,,,,,2008,,,,,,,,,,Ghatal Lok Sabha constituency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghatal Lok Sabha constituency,,,,
Q7141288,Lok Sabha constituency,Parvathipuram Lok Sabha constituency,पार्वतीपुरम (लोकसभा मतदारसंघ),,,,,,,,,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7141801,Lok Sabha constituency,Paschim Champaran Lok Sabha constituency,,पश्चिम चम्पारण लोक सभा निर्वाचन क्षेत्र,ପଶ୍ଚିମ ଚମ୍ପାରଣ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,மேற்கு சம்பாரண் மக்களவைத் தொகுதி,,পশ্চিম চম্পারণ লোকসভা কেন্দ্র,Paschim Champaran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7144222,Lok Sabha constituency,Pataliputra Lok Sabha constituency,,पाटलिपुत्र लोक सभा निर्वाचन क्षेत्र,ପାଟଳୀପୁତ୍ର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,பாடலிபுத்ரா மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7144231,Lok Sabha constituency,Patan Lok Sabha constituency,पाटण (लोकसभा मतदारसंघ),पाटन लोक सभा निर्वाचन क्षेत्र,ପାତନ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,,,,,,,,,,పటాన్ లోకసభ నియోజకవర్గం,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7144692,Lok Sabha constituency,Pathanamthitta Lok Sabha constituency,,पथनमथीट्टा लोक सभा निर्वाचन क्षेत्र,ପଥନମଥୀଟ୍ଟା ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,பத்தனம்திட்டா மக்களவைத் தொகுதி,,,,,,,,,,,,,,,,,,,,,,,,,,,,പത്തനംതിട്ട ലോക്‌സഭാ നിയോജകമണ്ഡലം,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7144911,Lok Sabha constituency,Patiala Lok Sabha constituency,पतियाळा (लोकसभा मतदारसंघ),पटियाला लोक सभा निर्वाचन क्षेत्र,ପଟିଆଲା ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਪਟਿਆਲਾ,,,পাটিয়ালা,Patiala,,,,,,,,,,,,,,,,,,,,ಪಟಿಯಾಲ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7145107,Lok Sabha constituency,Patna Lok Sabha constituency,पटणा (लोकसभा मतदारसंघ),,,,,பாட்னா,,পাটনা,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7145114,Lok Sabha constituency,Patna Sahib Lok Sabha constituency,,पटना साहिब लोक सभा निर्वाचन क्षेत्र,ପଟନା ସାହିବ ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,பட்னா சாகிப் மக்களவைத் தொகுதி,,,,,,,,,,,,,پٹنہ لوک سبھا حلقہ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7185584,Lok Sabha constituency,Phillaur Lok Sabha constituency,फिल्लौर (लोकसभा मतदारसंघ),,ଫିଲ୍ଲୌର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,,,,,Phillaur,,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7188309,Lok Sabha constituency,Phulbani Lok Sabha constituency,फुलबनी (लोकसभा मतदारसंघ),,ଫୁଲବାଣୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7188338,Lok Sabha constituency,Phulpur Lok Sabha constituency,फूलपूर (लोकसभा मतदारसंघ),फूलपुर लोक सभा निर्वाचन क्षेत्र,ଫୁଲପୁର ଲୋକ ସଭା ନିର୍ବାଚନ ମଣ୍ଡଳୀ,,ਫੂਲਪੁਰ ਲੋਕ ਸਭਾ ਹਲਕਾ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
